time,position,velocity,torque,position_ref,velocity_ref
4.76837158203125e-07,-0.00019175052436715134,-0.003356984817273201,-0.00025940337224383825,-0.0,-0.0
0.002323150634765625,-0.00019175052436715134,-0.19000534065766317,-0.00025940337224383825,-0.0,-0.0
0.004439830780029297,-0.00019175052436715134,0.10943770504310635,-0.00025940337224383825,-0.0,-0.0
0.006329059600830078,-0.00019175052436715134,-0.003356984817273201,-0.00025940337224383825,-0.0,-0.0
0.008248329162597656,-0.00019175052436715134,-0.027527275501640247,-0.00025940337224383825,-0.0,-0.0
0.010226249694824219,-0.00019175052436715134,-0.004699778744182481,-0.00025940337224383825,-0.0,-0.0
0.012130975723266602,0.00019175052436715134,0.08258182650492074,-0.00025940337224383825,-0.0,-0.0
0.014084815979003906,0.00019175052436715134,-0.04498359655146089,-0.00025940337224383825,-0.0,-0.0
0.01600360870361328,0.00019175052436715134,0.04095521477073305,-0.00025940337224383825,-0.0,-0.0
0.017956018447875977,-0.00019175052436715134,-0.0919813839932857,-0.00025940337224383825,-0.0,-0.0
0.02013850212097168,0.00019175052436715134,0.10675211718928779,-0.00025940337224383825,-0.0,-0.0
0.02215576171875,0.00019175052436715134,-0.14166475928892908,-0.00025940337224383825,-0.0,-0.0
0.024305343627929688,-0.00019175052436715134,0.028870069428549527,-0.00025940337224383825,-0.0,-0.0
0.02635931968688965,-0.00019175052436715134,-0.17120622568093324,-0.00025940337224383825,-0.0,-0.0
0.028327465057373047,-0.00019175052436715134,-0.1255512321660177,-0.00025940337224383825,-0.0,-0.0
0.03018498420715332,-0.00019175052436715134,-0.07318226901655578,-0.00025940337224383825,-0.0,-0.0
0.032080888748168945,-0.00019175052436715134,-0.023498893720912406,-0.00025940337224383825,-0.0,-0.0
0.0340113639831543,-0.00019175052436715134,-0.010070954451819603,-0.00025940337224383825,-0.0,-0.0
0.03593039512634277,0.00019175052436715134,0.061097123674372256,-0.00025940337224383825,-0.0,-0.0
0.03784918785095215,-0.00019175052436715134,-0.0785534447241929,-0.00025940337224383825,-0.0,-0.0
0.039838552474975586,0.00019175052436715134,0.04095521477073305,-0.00025940337224383825,-0.0,-0.0
0.04191112518310547,0.00019175052436715134,0.23163195239185086,-0.00025940337224383825,-0.0,-0.0
0.043908119201660156,0.00019175052436715134,0.07721065079728362,-0.00025940337224383825,-0.0,-0.0
0.04601788520812988,-0.00019175052436715134,-0.008728160524910322,-0.00025940337224383825,-0.0,-0.0
0.047931671142578125,-0.00019175052436715134,0.06915388723582794,-0.00025940337224383825,-0.0,-0.0
0.049790382385253906,-0.00019175052436715134,-0.008728160524910322,-0.00025940337224383825,-0.0,-0.0
0.05178403854370117,-0.00019175052436715134,-0.11212329289692491,-0.00025940337224383825,-0.0,-0.0
0.053787946701049805,-0.00019175052436715134,0.04901197833218873,-0.00025940337224383825,-0.0,-0.0
0.055732011795043945,-0.00019175052436715134,0.027527275501640247,-0.00025940337224383825,-0.0,-0.0
0.05766463279724121,-0.00019175052436715134,-0.05169756618600729,-0.00025940337224383825,-0.0,-0.0
0.059575557708740234,0.00019175052436715134,0.03424124513618665,-0.00025940337224383825,-0.0,-0.0
0.061554670333862305,-0.00019175052436715134,-0.05035477225909801,-0.00025940337224383825,-0.0,-0.0
0.06358456611633301,-0.00019175052436715134,0.08795300221255786,-0.00025940337224383825,-0.0,-0.0
0.06563782691955566,0.00019175052436715134,0.1403219653620198,-0.00025940337224383825,-0.0,-0.0
0.06773948669433594,-0.00019175052436715134,-0.08929579613946714,-0.00025940337224383825,-0.0,-0.0
0.069732666015625,-0.00019175052436715134,-0.11212329289692491,-0.00025940337224383825,-0.0,-0.0
0.0717313289642334,-0.00019175052436715134,-0.09332417792019498,-0.00025940337224383825,-0.0,-0.0
0.07366299629211426,-0.00019175052436715134,0.13495078965438267,-0.00025940337224383825,-0.0,-0.0
0.07558536529541016,-0.0005752515730996777,-0.1671778439002054,-0.00025940337224383825,-0.0,-0.0
0.07749772071838379,-0.00019175052436715134,-0.11480888075074347,-0.00025940337224383825,-0.0,-0.0
0.0794365406036377,-0.00019175052436715134,-0.026184481574730967,-0.00025940337224383825,-0.0,-0.0
0.08133196830749512,-0.00019175052436715134,-0.11480888075074347,-0.00025940337224383825,-0.0,-0.0
0.08338475227355957,-0.00019175052436715134,0.04364080262455161,-0.00025940337224383825,-0.0,-0.0
0.08546853065490723,-0.00019175052436715134,-0.0718394750896465,-0.00025940337224383825,-0.0,-0.0
0.0876312255859375,-0.00019175052436715134,0.10943770504310635,-0.00025940337224383825,-0.0,-0.0
0.0895850658416748,-0.00019175052436715134,0.12286564431219915,-0.00025940337224383825,-0.0,-0.0
0.09157681465148926,-0.00019175052436715134,0.10272373540855995,-0.00025940337224383825,-0.0,-0.0
0.09352517127990723,-0.0005752515730996777,-0.15509269855802188,-0.00025940337224383825,-0.0,-0.0
0.0954129695892334,-0.00019175052436715134,0.04229800869764233,-0.00025940337224383825,-0.0,-0.0
0.09733128547668457,-0.00019175052436715134,0.11212329289692491,-0.00025940337224383825,-0.0,-0.0
0.09923744201660156,-0.00019175052436715134,-0.13226520180056411,-0.00025940337224383825,-0.0,-0.0
0.10117030143737793,-0.00019175052436715134,0.09600976577401354,-0.00025940337224383825,-0.0,-0.0
0.10309839248657227,-0.00019175052436715134,0.09466697184710426,-0.00025940337224383825,-0.0,-0.0
0.10518717765808105,-0.00019175052436715134,0.11480888075074347,-0.00025940337224383825,-0.0,-0.0
0.10731053352355957,-0.00019175052436715134,0.07049668116273722,-0.00025940337224383825,-0.0,-0.0
0.10941267013549805,-0.00019175052436715134,0.055725947966735134,-0.00025940337224383825,-0.0,-0.0
0.11149978637695312,-0.00019175052436715134,0.059754329747462975,-0.00025940337224383825,-0.0,-0.0
0.1133871078491211,-0.00019175052436715134,0.07721065079728362,-0.00025940337224383825,-0.0,-0.0
0.11532998085021973,-0.0005752515730996777,0.0060425726710917615,-0.00025940337224383825,-0.0,-0.0
0.11733102798461914,-0.00019175052436715134,-0.03289845120927737,-0.00025940337224383825,-0.0,-0.0
0.11933040618896484,-0.00019175052436715134,-0.03424124513618665,-0.00025940337224383825,-0.0,-0.0
0.12133026123046875,-0.00019175052436715134,0.03155565728236809,-0.00025940337224383825,-0.0,-0.0
0.12324953079223633,-0.00019175052436715134,0.194033722438391,-0.00025940337224383825,-0.0,-0.0
0.12522506713867188,-0.00019175052436715134,0.007385366598001042,-0.00025940337224383825,-0.0,-0.0
0.12744522094726562,-0.00019175052436715134,-0.018127718013275285,-0.00025940337224383825,-0.0,-0.0
0.12952876091003418,-0.00019175052436715134,0.04229800869764233,-0.00025940337224383825,-0.0,-0.0
0.13150668144226074,-0.00019175052436715134,0.030212863355458808,-0.00025940337224383825,-0.0,-0.0
0.13357877731323242,-0.00019175052436715134,0.003356984817273201,-0.00025940337224383825,-0.0,-0.0
0.13550114631652832,-0.00019175052436715134,-0.03961242084382377,-0.00025940337224383825,-0.0,-0.0
0.13741159439086914,-0.00019175052436715134,-0.03289845120927737,-0.00025940337224383825,-0.0,-0.0
0.13933110237121582,-0.0005752515730996777,-0.12823682001983627,-0.00025940337224383825,-0.0,-0.0
0.14118719100952148,-0.0005752515730996777,0.027527275501640247,-0.00025940337224383825,-0.0,-0.0
0.1431870460510254,-0.00019175052436715134,0.16852063782711468,-0.00025940337224383825,-0.0,-0.0
0.14508867263793945,-0.0005752515730996777,0.09735255970092282,-0.00025940337224383825,-0.0,-0.0
0.14705872535705566,-0.00019175052436715134,0.126894026092927,-0.00025940337224383825,-0.0,-0.0
0.14916372299194336,-0.00019175052436715134,0.10540932326237851,-0.00025940337224383825,-0.0,-0.0
